"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
388a2350,welcome,72,28.898
b6ba0b30,welcome,11,20.411
3726ab3e,query,17,389.624
b90ac543,index,5,72.052
36f55c1a,explore,114,124.740
b80f0c96,explore,113,133.983
b8c1d3b0,welcome,52,46.060
3887fb46,welcome,23,31.591
379b6974,query,126,294.802
b7803c53,explore,56,126.978
b7c81011,index,22,74.354
b89943b9,query,17,416.858
3919f44c,explore,172,70.807
38da2018,welcome,82,23.585
389239a3,query,155,407.973
b85a6507,query,129,504.111
b86931d7,,191,
37e04acf,explore,22,146.723
373df892,query,21,394.068
b92a2d09,query,160,356.151
394fc4cc,,10,
b8ac1d26,welcome,63,25.977
38d3d1db,query,67,417.380
378076cc,explore,116,124.474
388aee90,index,31,32.419
363d7725,query,17,384.962
b92554e5,welcome,47,29.051
3814c86b,query,17,419.039
b85acdd7,index,8,85.685
359e5394,welcome,45,35.959
38668a63,explore,84,120.684
38ea423b,welcome,105,32.587
b7690006,explore,490,74.182
b8bde1e6,query,17,437.179
3897dded,query,35,457.995
b8565f4f,query,17,352.899
38670b73,explore,316,139.635
3869a010,welcome,89,26.466
b8bf42e3,query,24,400.507
38670b73,query,135,394.482
b8a5833d,,11,
b81b4d68,query,195,399.476
b83f476b,welcome,41,29.926
b909f606,explore,22,113.050
3727a3ee,explore,22,84.941
389834f7,explore,22,121.700
b885e6f6,query,97,457.108
371486e8,query,98,356.192
b81b5daf,explore,133,167.295
378076cc,,35,
3844045c,welcome,29,22.477
37cfb913,query,102,369.675
3887fb46,explore,127,216.296
394fc4cc,query,146,385.422
378076cc,query,17,294.161
b9323ca4,,10,
388e8709,query,32,414.771
b8a596e6,explore,79,132.935
383453c7,explore,63,137.399
b92554e5,index,8,42.912
b7df00a5,explore,337,111.500
365440f2,query,107,422.968
3919f44c,query,261,331.788
3740c691,,34,
381f8cc4,welcome,7,35.187
36e330c4,,89,
b81b4d68,query,197,397.943
b852efc1,query,17,391.886
b885b146,explore,180,120.920
38ac05cf,explore,22,78.224
36e330c4,query,37,361.160
38da2018,query,163,373.035
b8ab5bb4,query,17,300.933
b88ae8bf,explore,63,137.304
b8d38338,welcome,7,28.592
b7c5d1d9,query,17,344.436
b90230e3,welcome,7,37.322
39050479,query,82,347.218
3854ad28,,26,
37c2873b,explore,112,88.960
3726ab3e,,25,
390042db,index,4,69.044
3919f44c,query,17,422.368
38d0ea32,explore,55,152.216
b794d301,welcome,17,33.618
382b52fc,explore,154,102.584
36c8dca3,query,76,482.411
391ed5b4,query,26,416.363
b8c7b65f,query,17,393.367
b8b405dd,welcome,7,39.413
3879d61c,index,4,43.588
38de6e97,explore,93,98.759
b8e44f4f,,67,
3844045c,index,20,27.899
b90ac543,explore,56,164.651
373df892,query,17,395.305
b977db22,welcome,24,12.362
b92ce7cc,index,14,43.025
b9121ceb,,10,
3771314f,explore,304,120.897
b90edf61,query,96,396.497
b8d38338,explore,22,90.385
380dfc80,explore,124,114.849
b875d191,,121,
b92a2d09,welcome,7,17.430
b7ee02cf,welcome,52,18.722
38c02c0a,query,17,362.726
38c69c32,explore,147,116.588
385b205b,explore,153,39.194
b8ed5eee,index,9,48.226
b8ed5eee,query,183,425.834
37edb214,explore,87,133.400
36f55c1a,query,272,394.560
378076cc,explore,319,109.777
37cfb913,,27,
b3af4d98,query,47,420.904
392578c2,query,115,324.902
b909f606,explore,150,113.708
b977db22,query,44,447.219
b7683e47,explore,22,154.879
39872375,explore,22,144.094
38668a63,welcome,7,40.662
3726ab3e,explore,185,177.416
3929acfd,explore,22,95.254
3853659b,explore,22,110.942
37ff3f61,,32,
b908ea78,welcome,7,31.848
3976aa28,query,52,314.793
3848cdca,query,19,361.902
b7a964eb,explore,159,110.382
3954623d,query,67,282.575
b9263fad,welcome,16,25.832
38b65c3c,explore,565,56.876
371486e8,query,267,504.880
3696ee5f,query,47,336.466
b8433852,,55,
b904372e,welcome,19,29.664
b8be9a49,query,141,318.922
b7a2ab15,query,98,444.808
36de2ba7,explore,92,139.701
38d4ecba,explore,58,141.318
b7f0ff55,query,42,379.548
b7f88841,explore,22,131.367
b8adb447,welcome,23,36.414
368734d7,index,10,72.451
b885b146,query,30,421.856
b933e9a4,index,38,39.142
383ea1f5,query,25,476.945
38ac05cf,query,17,408.441
371d3813,welcome,7,29.537
b8e1539d,explore,72,78.521
37445d9a,explore,22,112.172
b72fa2ad,query,47,409.731
38eb2205,welcome,39,31.048
38670b73,explore,97,107.713
38e6ad4c,query,67,399.649
b8ead05f,,20,
b7c778b1,explore,92,118.463
38e7f56a,query,81,373.106
365440f2,,10,
381a33cd,explore,159,143.107
b86d686f,,10,
b6ba0b30,explore,22,102.853
37b5fe92,query,41,392.923
b7c81011,welcome,20,41.658
b83f476b,query,84,287.863
b7c778b1,query,44,380.821
38670b73,query,17,300.179
38b9bac5,query,326,453.193
b636a8a8,query,75,361.882
b6737834,explore,112,146.893
b8a596e6,query,17,424.792
b9020783,query,77,365.700
3854ad28,welcome,15,35.781
37b5fe92,query,66,381.514
39171564,query,17,369.782
b8afe469,query,263,329.327
b8773702,query,28,404.445
367b6c76,welcome,37,20.589
b9323ca4,query,20,390.973
b83f476b,explore,310,26.823
3844045c,query,105,328.339
b8a01e79,index,12,69.922
b91b7c4d,explore,22,104.625
b8ac1d26,welcome,98,31.072
3696ee5f,query,31,340.271
38a24c06,query,49,326.558
b636a8a8,query,207,278.554
38c1a071,query,148,398.505
b8bd3816,welcome,61,45.890
38102dae,explore,108,119.699
388e8709,explore,22,100.006
388db222,query,186,390.485
3844045c,,10,
383ea1f5,explore,294,99.146
3726ab3e,explore,49,39.549
3874b38d,welcome,7,31.082
b91869bd,explore,59,59.214
392bb344,explore,284,92.048
b8d8673d,explore,22,113.984
379b6974,index,8,66.636
b794d301,explore,159,117.970
368734d7,explore,295,178.056
389d4cd7,query,132,350.253
371d3813,query,132,230.348
b7df00a5,explore,133,173.106
b7ee02cf,explore,22,168.945
359e5394,index,8,61.296
b908ea78,explore,22,146.889
b7d323af,welcome,7,26.244
335487c5,query,17,281.557
b7df00a5,query,37,337.373
38102dae,welcome,29,34.818
37e04acf,explore,48,42.028
389e226e,explore,60,212.512
b8817cbe,welcome,62,28.204
37f82740,,284,
b90edf61,query,67,392.286
38c46a0c,query,17,320.776
389834f7,query,17,378.009
b7c81011,explore,74,134.729
373a275a,,173,
b705e81a,index,4,38.471
b7999f78,welcome,9,27.714
b7b846fd,explore,22,64.052
b7a2ab15,query,34,339.665
b7f0ff55,welcome,10,40.044
b81b5daf,welcome,16,31.469
b92bf6e0,explore,35,50.848
39050479,query,166,432.553
38a6ac9c,query,79,337.042
b8b0e001,query,95,361.142
384b86c7,query,115,462.490
335487c5,query,53,460.654
b7f0ff55,welcome,18,24.228
b89943b9,query,118,369.549
391157fc,welcome,51,26.583
3732a64a,welcome,7,19.555
b91869bd,index,8,51.897
b846324f,explore,277,133.444
b8a72e37,,10,
386498cb,explore,167,103.588
363d7725,explore,22,130.095
38decbdd,welcome,9,30.921
38f861de,query,17,407.149
3919f44c,query,24,390.746
391bbaad,query,97,438.987
b7df00a5,,57,
38d3d1db,explore,47,51.637
392578c2,explore,65,170.137
b885b146,query,36,355.334
3776b24a,explore,51,99.366
b7c81011,explore,109,113.308
3869a010,welcome,44,23.378
38b9bac5,welcome,37,24.981
38ff9881,welcome,17,29.344
b67a8a28,query,224,426.586
37445d9a,welcome,7,29.368
38ac811b,explore,151,125.181
38c1a071,index,49,25.431
b882159d,explore,32,74.678
37de35fa,query,98,355.367
b8a70842,index,8,71.484
b8afe469,query,17,332.245
b86931d7,query,60,467.558
b875d191,query,17,408.704
b87879f8,index,82,73.273
b7a964eb,explore,223,83.735
b8aa8b4b,explore,85,137.055
39170def,query,17,376.370
388c55bd,query,53,418.051
b9364da2,query,160,416.349
385f2809,explore,22,112.384
b964e491,explore,78,119.347
3954623d,query,97,362.380
b91948f1,,66,
b850d2ad,query,45,493.508
37c2873b,explore,114,212.876
386498cb,query,17,335.265
39058bff,,10,
380dfc80,explore,22,141.837
b8d8673d,explore,156,145.425
b92bf6e0,,10,
384b86c7,query,65,357.205
b88a3045,explore,22,96.722
b794d301,explore,48,129.438
391e8de4,,214,
37d9fc22,query,28,346.306
b7c35fd2,index,11,56.483
386c50af,,10,
b92a2d09,explore,52,166.020
b67a8a28,explore,22,102.093
b899bb18,explore,60,187.912
3740c691,welcome,20,38.617
b896c6dc,welcome,7,27.129
37b64c9b,welcome,7,30.131
b3af4d98,,147,
3984f7cd,welcome,26,26.619
3853659b,query,146,270.356
38d0ea32,query,226,369.888
b8ead05f,query,58,383.233
390907fb,welcome,7,33.602
383fb7cf,welcome,38,36.962
3954623d,query,24,406.707
3853659b,,91,
b8be9a49,query,19,301.865
383f483b,query,17,370.397
38cdcea8,,14,
37a8612a,query,137,378.190
3936265d,query,151,336.379
3944a59f,query,70,412.281
b80f0c96,index,12,31.098
381a33cd,explore,22,93.723
367b6c76,query,196,378.795
38495474,explore,58,92.063
b636a8a8,query,17,327.833
389c70df,index,37,34.985
38a24c06,welcome,37,28.697
3887fb46,explore,22,47.400
39292953,query,179,253.698
3919b62c,query,56,305.184
b8be2b74,query,32,340.765
38cbc915,explore,48,107.266
b745a09f,explore,22,93.974
3799f775,query,33,506.380
b8a01e79,query,208,288.842
b8f56ab8,query,125,457.544
36de2ba7,welcome,7,27.678
3734aef4,explore,49,73.100
367b6c76,explore,61,126.650
371d3813,explore,126,65.026
38f861de,welcome,41,22.818
37de35fa,,24,
37ff3f61,index,4,71.120
b8da4668,query,139,364.512
b8f56ab8,index,15,93.617
39872375,,10,
38eb2205,welcome,122,26.371
392578c2,explore,519,131.208
388db222,query,132,410.873
b748f907,query,94,415.069
39292953,welcome,31,18.512
38f54010,query,125,305.867
b908ea78,index,32,60.970
38d4ecba,explore,50,84.344
38031905,index,29,45.402
38a69769,index,25,67.771
38bc55d4,query,89,246.003
38decbdd,query,67,308.192
b933e9a4,explore,508,45.374
b904372e,index,20,49.809
385f2809,query,22,449.189
b86af77e,,24,
b90edf61,,27,
38cbc915,welcome,7,47.240
b8a5833d,query,83,295.980
b7df00a5,index,4,44.701
b8a01e79,query,81,423.677
395dace3,query,29,413.169
b7fd6e61,query,59,317.128
b9263fad,explore,38,156.470
388c55bd,explore,86,56.414
388fb737,query,61,404.196
b89ca3b9,welcome,72,58.304
391ed5b4,query,33,490.418
38b65c3c,explore,130,95.737
b8e5fac0,query,67,486.955
b940f34e,index,16,51.381
39443484,explore,117,154.309
b7fd6e61,explore,41,72.610
b875d191,index,28,54.352
38decbdd,explore,221,78.077
37fd63e9,query,17,367.219
38b65c3c,,60,
b72e705f,query,30,373.332
38828c5e,query,17,398.184
b904372e,query,62,346.075
38d3d1db,welcome,7,22.350
3874b38d,welcome,108,35.504
b81b4d68,explore,99,137.123
39276e1e,query,47,420.621
b90f1625,query,102,421.480
b8d38338,query,67,377.491
b909f606,explore,22,48.354
b8a6f1e0,welcome,22,25.103
335487c5,query,26,287.082
3929acfd,welcome,8,21.557
b8e1539d,explore,37,140.662
38a69769,explore,66,99.545
385f2809,query,49,393.764
38690aa6,welcome,7,35.491
38bc55d4,query,101,476.205
b8bd3816,explore,172,171.408
382be008,,10,
b83f476b,explore,38,132.592
b8b405dd,query,31,438.118
38ac811b,welcome,47,45.401
b7999f78,welcome,7,17.162
b91e3344,explore,354,146.133
b8cdf7e2,query,75,368.891
b7ee02cf,query,100,386.019
3919b62c,explore,185,143.825
3984f7cd,query,44,315.972
b88ae8bf,query,60,330.674
b6ba0b30,query,210,451.060
b8a72e37,,10,
b8ed5eee,explore,311,78.537
389834f7,query,17,250.754
b93cc537,,10,
396fa6ac,query,42,386.466
39176b84,index,26,52.891
388d5bcf,welcome,35,33.012
38dca4c1,query,140,405.560
37cfb913,query,17,400.660
38a32319,index,4,42.738
b8565f4f,explore,180,72.790
38c46a0c,welcome,44,36.202
b5c22137,query,249,435.634
38dca4c1,index,27,55.898
b8c7b65f,query,73,300.990
359e5394,explore,22,73.285
b72c4545,,13,
b8817cbe,explore,22,70.146
39292953,query,39,394.958
3776b24a,welcome,14,39.831
3854ad28,explore,41,141.640
b875d191,index,28,18.357
38996f32,query,57,533.819
b8b574e8,query,144,492.101
b7fd6e61,explore,136,117.410
391e8de4,query,150,296.670
38668a63,explore,28,49.232
39115b21,query,18,403.344
38ea423b,query,145,427.531
38eb2205,index,4,41.903
389c70df,query,17,302.831
b8aa8b4b,explore,116,111.472
b7c81011,welcome,10,26.106
38cbc915,welcome,50,33.469
b8be9a49,welcome,44,36.474
b7803c53,query,99,353.653
3740c691,explore,74,203.059
3910d42a,query,17,410.822
38d7b251,explore,145,116.551
b83d69d3,query,61,399.029
b8332135,query,95,410.166
384b86c7,query,17,433.742
3904ac55,explore,197,127.639
365440f2,index,47,43.952
37d367f6,explore,22,34.437
38996f32,query,17,446.673
38495474,query,169,405.759
b88a3045,index,7,33.565
b8da4668,explore,268,107.387
b8b59b49,query,17,351.804
373a275a,explore,22,88.345
3910d42a,query,77,245.769
b7a964eb,query,44,431.500
36e330c4,query,17,458.422
335487c5,,34,
b67a8a28,query,45,413.727
36c8dca3,query,36,503.641
37e04acf,query,30,440.355
b8b405dd,query,79,410.442
388d5bcf,explore,140,51.188
380f0d2e,welcome,16,23.970
b8565f4f,explore,59,10.018
b72fa2ad,query,17,478.353
b92a2d09,index,4,46.308
383f483b,explore,187,90.926
38191c28,,24,
381a33cd,,52,
b794d301,query,27,298.059
39058bff,,10,
3919b62c,welcome,7,21.694
3847e885,query,17,394.411
38c1a071,explore,307,157.862
b9437227,query,78,365.120
b9364da2,welcome,42,36.863
b8c7b65f,query,17,365.327
b929a8b0,explore,61,123.739
391157fc,query,180,492.348
b9263fad,query,38,294.026
38cc351a,welcome,19,41.152
387103e9,query,98,472.340
37c2873b,,200,
b8c1d3b0,query,289,401.924
b8a596e6,welcome,16,34.202
38c0b829,explore,28,177.019
b8e44f4f,explore,158,109.587
387103e9,query,17,492.810
38031905,index,4,53.899
b8b574e8,query,188,352.398
b91c3392,query,153,286.628
b72cd3e7,welcome,28,40.153
3865e9dc,query,105,353.318
3936265d,welcome,7,34.049
b876969c,explore,64,84.947
b8b405dd,explore,153,9.095
b8433852,query,130,440.222
386e4c96,query,234,441.043
38c02c0a,explore,22,136.704
b8b574e8,query,51,323.779
b8197ef9,index,6,57.115
38cbc915,query,23,490.372
b82793e2,explore,215,150.727
38c46a0c,query,46,355.137
3727a3ee,index,6,42.666
b89943b9,explore,54,48.017
b885b146,query,81,377.074
b8a596e6,query,138,350.254
b92554e5,explore,189,59.445
38c02c0a,query,20,301.416
b8332135,index,7,72.610
b7ccdbc5,,12,
b8fb4a9e,query,176,380.307
388e1bf1,explore,22,95.420
36e330c4,explore,155,98.282
38af6884,explore,39,110.131
b9086eff,query,34,404.285
b7d323af,welcome,15,30.720
b83d69d3,query,362,343.855
b9086eff,query,17,404.804
b7ccdbc5,explore,257,149.246
b81b4d68,query,18,412.827
3850d040,index,11,54.792
38fd099c,index,19,40.152
38fd099c,explore,55,97.200
b8b2c27e,welcome,92,30.309
388e1bf1,query,77,382.065
b8ffa10e,query,17,342.558
b6737834,explore,38,115.360
3936265d,query,44,437.380
392578c2,explore,32,88.838
b83f476b,welcome,13,29.839
b8b0e001,explore,425,91.466
393fe225,welcome,7,30.313
b7c81011,welcome,25,24.653
392578c2,query,138,487.125
38fd099c,welcome,29,27.627
37b64c9b,welcome,12,25.760
b8b0e001,query,17,287.713
b8d38338,welcome,18,36.651
388e1bf1,,56,
b6a6ca7d,query,67,419.168
37815311,explore,191,145.410
b8922a5d,query,17,484.229
371d3813,query,46,333.491
b96619c7,explore,22,132.522
3825a852,query,227,411.420
b7f0ff55,explore,89,97.040
b7e9b663,welcome,45,24.189
3776b24a,,10,
b91948f1,explore,157,50.201
b8b574e8,query,101,438.230
b85acdd7,query,169,339.678
b7683e47,explore,32,109.126
3991357d,explore,41,147.667
b8c7b65f,welcome,7,24.006
b88a3045,explore,122,58.547
b86d686f,query,168,327.877
b8fb4a9e,welcome,39,35.101
b90ac543,explore,185,163.886
38b65c3c,explore,22,59.792
38da2018,query,17,434.523
b850d2ad,welcome,7,26.751
b67a8a28,explore,474,153.018
3936265d,query,21,320.776
b875d191,,10,
b6737834,explore,155,215.299
380dfc80,query,166,498.306
38ac05cf,explore,327,158.702
b8cadae2,explore,27,63.371
b7bf5ae9,query,17,299.850
b8bd3816,explore,48,121.267
3929acfd,query,46,498.241
b8af04ba,index,4,43.894
380f0d2e,query,20,309.053
b9323ca4,explore,22,152.945
b7d323af,query,210,475.822
b8d38338,explore,64,119.621
b8565f4f,welcome,16,38.740
3732a64a,welcome,67,33.376
3903fdbb,welcome,70,21.795
391d49cd,query,30,360.629
37edb214,index,20,34.295
b842e96f,query,23,407.311
b8ead05f,query,81,304.291
3847e885,welcome,11,28.631
37b8bebe,explore,216,154.621
b81b4d68,query,20,418.650
36f55c1a,query,213,383.994
349e8507,query,17,388.691
b8ffa10e,query,196,315.773
b81b5daf,query,17,438.494
b636a8a8,query,110,417.800
b92ce7cc,query,463,349.626
b9086eff,query,20,354.775
37d3cd77,query,171,404.221
b90d08ed,explore,22,131.765
388d5bcf,index,61,68.981
b90ac543,query,45,316.133
38c8566c,,72,
b888ff2d,welcome,36,28.914
b5c22137,welcome,10,43.021
b83cc372,index,35,18.807
38ff9881,query,550,368.885
b90880a7,query,28,341.352
39050479,query,27,379.984
b8bd3816,query,17,436.763
349e8507,,74,
387103e9,,57,
3929acfd,welcome,53,27.097
b8a70842,welcome,14,33.326
b90edf61,explore,45,79.591
b91b7c4d,,23,
b794d301,explore,184,80.399
b908ea78,query,162,301.086
39292953,index,4,69.615
38c02c0a,explore,37,80.415
38af6884,query,17,383.458
b850d2ad,query,61,311.850
39170def,welcome,7,18.833
3841b6f7,explore,22,14.332
b92ce7cc,explore,99,134.724
b8aa8b4b,query,57,319.756
38a32319,index,53,68.209
b72e705f,query,39,383.995
b82c959a,query,49,265.046
3848cdca,query,288,358.932
38ff9881,query,84,436.697
38bf1b60,query,102,343.461
38c8566c,query,74,435.991
b8ac1d26,query,103,378.872
365440f2,query,193,330.660
b7999f78,explore,32,119.353
b8f56ab8,explore,51,93.363
b807bff1,explore,257,95.770
383f483b,query,17,409.900
38d7b251,explore,168,145.321
b92a5b01,explore,198,206.631
b9364da2,welcome,19,41.996
b8082632,explore,93,181.841
382b52fc,index,49,47.950
38a24c06,query,74,374.122
b91948f1,query,378,421.003
b80f0c96,query,58,366.943
b8b405dd,welcome,72,26.594
b9056c91,index,4,68.522
38bf1b60,query,44,303.051
b8c36f56,explore,153,127.407
b91b7c4d,query,217,411.557
39115b21,welcome,8,19.304
